Window Time,PMU ID,Event Type,Severity,Confidence Level,Bad Data Flag,Bus ID
32:33.5,7.879536702,-31.14491871,0.27438809,-32.39871871,0,7.879536702
32:33.8,7.879316919,-31.14711871,0.27422139,-32.40631871,0,7.879316919
32:34.2,7.878957274,-31.14671871,0.27438809,-32.37211871,0,7.878957274
32:34.5,7.879117117,-31.14391871,0.27455479,-32.40541871,0,7.879117117
32:34.8,7.879336899,-31.14221871,0.27438809,-32.37921871,0,7.879336899
32:35.2,7.879596643,-31.14181871,0.27455479,-32.29651871,0,7.879596643
32:35.5,7.879436801,-31.14371871,0.27455479,-32.26591871,0,7.879436801
32:35.8,7.879117117,-31.14561871,0.27438809,-32.33451871,0,7.879117117
32:36.2,7.879676564,-31.14671871,0.27455479,-32.43831871,0,7.879676564
32:36.5,7.880176071,-31.14851871,0.27455479,-32.46521871,0,7.880176071
32:36.8,7.879796446,-31.14631871,0.27438809,-32.43661871,0,7.879796446
32:37.2,7.879476761,-31.14451871,0.27422139,-32.45871871,0,7.879476761
32:37.5,7.879236998,-31.14511871,0.27422139,-32.43471871,0,7.879236998
32:37.8,7.879316919,-31.14371871,0.27438809,-32.38221871,0,7.879316919
32:38.2,7.879456781,-31.14331871,0.27422139,-32.37841871,0,7.879456781
32:38.5,7.879256978,-31.14421871,0.27405469,-32.37871871,0,7.879256978
32:38.8,7.87939684,-31.14391871,0.27422139,-32.39421871,0,7.87939684
32:39.2,0,0,0,0,1,0
32:39.5,7.879236998,-31.14311871,0.27422139,-32.40281871,0,7.879236998
32:39.8,7.87939684,-31.14391871,0.27455479,-32.41701871,0,7.87939684
32:40.2,7.879436801,-31.14641871,0.27438809,-32.39181871,0,7.879436801
32:40.5,7.879476761,-31.14621871,0.27438809,-32.34901871,0,7.879476761
32:40.8,7.879336899,-31.14761871,0.27438809,-32.41491871,0,7.879336899
32:41.2,7.879117117,-31.14621871,0.27422139,-32.46571871,0,7.879117117
32:41.5,7.879676564,-31.14331871,0.27422139,-32.43131871,0,7.879676564
32:41.8,7.879816426,-31.14401871,0.27438809,-32.37621871,0,7.879816426
32:42.2,7.87937686,-31.14511871,0.27455479,-32.36361871,0,7.87937686
32:42.5,7.879516722,-31.14401871,0.27438809,-32.36891871,0,7.879516722
32:42.8,7.879696544,-31.14381871,0.27422139,-32.31751871,0,7.879696544
32:43.2,7.879876367,-31.14521871,0.27438809,-32.36011871,0,7.879876367
32:43.5,7.879876367,-31.14641871,0.27422139,-32.46451871,0,7.879876367
32:43.8,7.879716524,-31.14571871,0.27422139,-32.44481871,0,7.879716524
32:44.2,7.880056189,-31.14501871,0.27455479,-32.43481871,0,7.880056189
32:44.5,7.879956288,-31.14531871,0.27438809,-32.46651871,0,7.879956288
32:44.8,7.879656584,-31.14401871,0.27438809,-32.42061871,0,7.879656584
32:45.2,7.879436801,-31.14451871,0.27438809,-32.43751871,0,7.879436801
32:45.5,7.879157077,-31.14561871,0.27422139,-32.46941871,0,7.879157077
32:45.8,7.87935688,-31.14511871,0.27455479,-32.46341871,0,7.87935688
32:46.2,7.879496742,-31.14551871,0.27455479,-32.41321871,0,7.879496742
32:46.5,7.879476761,-31.14431871,0.27438809,-32.31471871,0,7.879476761
32:46.8,7.87937686,-31.14371871,0.27422139,-32.33301871,0,7.87937686
32:47.2,7.87937686,-31.14451871,0.27422139,-32.40491871,0,7.87937686
32:47.5,7.879556682,-31.14341871,0.27455479,-32.40561871,0,7.879556682
32:47.8,7.879836406,-31.14471871,0.27455479,-32.41671871,0,7.879836406
32:48.2,7.879456781,-31.14631871,0.27438809,-32.44411871,0,7.879456781
32:48.5,7.879256978,-31.14611871,0.27422139,-32.44621871,0,7.879256978
32:48.8,7.879536702,-31.14821871,0.27438809,-32.42741871,0,7.879536702
32:49.1,7.919776465,-31.10821871,0.31438809,-32.33321871,0,7.919776465
32:49.5,7.879776465,-31.14641871,0.27438809,-32.40851871,0,7.879776465
32:49.8,7.879436801,-31.14521871,0.27438809,-32.41501871,0,7.879436801
32:50.1,7.879177057,-31.14471871,0.27422139,-32.38361871,0,7.879177057
32:50.5,7.879476761,-31.14641871,0.27422139,-32.39261871,0,7.879476761
32:50.8,7.879536702,-31.14641871,0.27438809,-32.40571871,0,7.879536702
32:51.1,7.879576663,-31.14331871,0.27455479,-32.39571871,0,7.879576663
32:51.5,7.879576663,-31.14371871,0.27422139,-32.43371871,0,7.879576663
32:51.8,7.87939684,-31.14521871,0.27405469,-32.40761871,0,7.87939684
32:52.1,7.87935688,-31.14491871,0.27438809,-32.34961871,0,7.87935688
32:52.5,7.879236998,-31.14701871,0.27438809,-32.36021871,0,7.879236998
32:52.8,7.879516722,-31.14641871,0.27438809,-32.38961871,0,7.879516722
32:53.1,7.880196051,-31.14611871,0.27438809,-32.39031871,0,7.880196051
32:53.5,7.880315932,-31.14541871,0.27422139,-32.38251871,0,7.880315932
32:53.8,7.879816426,-31.14411871,0.27472149,-32.37251871,0,7.879816426
32:54.1,7.87939684,-31.14611871,0.27455479,-32.40061871,0,7.87939684
32:54.5,7.879456781,-31.14641871,0.27422139,-32.39531871,0,7.879456781
32:54.8,7.879776465,-31.14581871,0.27422139,-32.42291871,0,7.879776465
32:55.1,7.879656584,-31.14681871,0.27438809,-32.48281871,0,7.879656584
32:55.5,7.879556682,-31.14591871,0.27438809,-32.42661871,0,7.879556682
32:55.8,7.879616623,-31.14551871,0.27455479,-32.36191871,0,7.879616623
32:56.1,7.879596643,-31.14551871,0.27455479,-32.35031871,0,7.879596643
32:56.5,7.879776465,-31.14341871,0.27472149,-32.36581871,0,7.879776465
32:56.8,7.879936307,-31.14481871,0.27438809,-32.39151871,0,7.879936307
32:57.1,7.879796446,-31.14761871,0.27388799,-32.36571871,0,7.879796446
32:57.5,7.879516722,-31.14631871,0.27388799,-32.36371871,0,7.879516722
32:57.8,7.879316919,-31.14451871,0.27405469,-32.42021871,0,7.879316919
32:58.1,7.87939684,-31.14351871,0.27438809,-32.38981871,0,7.87939684
32:58.5,7.879636603,-31.14641871,0.27455479,-32.39681871,0,7.879636603
32:58.8,7.879696544,-31.14841871,0.27438809,-32.43171871,0,7.879696544
32:59.1,7.879796446,-31.14741871,0.27438809,-32.39561871,0,7.879796446
32:59.5,7.879956288,-31.14751871,0.27472149,-32.38951871,0,7.879956288
32:59.8,7.879856386,-31.14781871,0.27455479,-32.38151871,0,7.879856386
33:00.1,7.879516722,-31.14631871,0.27438809,-32.34731871,0,7.879516722
33:00.5,7.879516722,-31.14771871,0.27422139,-32.39741871,0,7.879516722
33:00.8,7.879516722,-31.14941871,0.27422139,-32.42971871,0,7.879516722
33:01.1,7.879716524,-31.14981871,0.27438809,-32.43701871,0,7.879716524
33:01.5,7.879716524,-31.15021871,0.27455479,-32.46781871,0,7.879716524
33:01.8,7.879456781,-31.14701871,0.27455479,-32.40681871,0,7.879456781
33:02.1,7.879716524,-31.14401871,0.27472149,-32.36271871,0,7.879716524
33:02.5,7.879896347,-31.14461871,0.27422139,-32.41191871,0,7.879896347
33:02.8,7.879636603,-31.14431871,0.27405469,-32.41731871,0,7.879636603
33:03.1,7.879556682,-31.14441871,0.27438809,-32.40451871,0,7.879556682
33:03.5,7.879336899,-31.14491871,0.27438809,-32.36891871,0,7.879336899
33:03.8,7.879416821,-31.14451871,0.27455479,-32.37601871,0,7.879416821
33:04.1,7.879656584,-31.14481871,0.27438809,-32.42761871,0,7.879656584
33:04.5,7.879556682,-31.14551871,0.27422139,-32.43171871,0,7.879556682
33:04.8,7.879636603,-31.14381871,0.27438809,-32.36501871,0,7.879636603
33:05.1,7.879976268,-31.14201871,0.27455479,-32.33701871,0,7.879976268
33:05.5,7.880036209,-31.14071871,0.27472149,-32.39331871,0,7.880036209
33:05.8,7.879916327,-31.14161871,0.27472149,-32.44081871,0,7.879916327
33:06.1,7.879716524,-31.14261871,0.27422139,-32.39431871,0,7.879716524
33:06.5,7.879736505,-31.14121871,0.27422139,-32.33251871,0,7.879736505
33:06.8,7.879616623,-31.14231871,0.27438809,-32.36101871,0,7.879616623
33:07.1,7.879097136,-31.14321871,0.27422139,-32.40721871,0,7.879097136
33:07.5,7.879097136,-31.14251871,0.27422139,-32.42041871,0,7.879097136
33:07.8,7.879576663,-31.14171871,0.27455479,-32.40931871,0,7.879576663
33:08.1,7.879716524,-31.14071871,0.27488819,-32.36911871,0,7.879716524
33:08.5,7.879796446,-31.14121871,0.27488819,-32.39171871,0,7.879796446
33:08.8,7.879436801,-31.14261871,0.27438809,-32.38611871,0,7.879436801
33:09.1,7.879077156,-31.14251871,0.27405469,-32.35921871,0,7.879077156
33:09.5,7.879276959,-31.14291871,0.27422139,-32.40681871,0,7.879276959
33:09.8,7.879516722,-31.14181871,0.27455479,-32.38941871,0,7.879516722
33:10.1,7.879576663,-31.14181871,0.27488819,-32.34481871,0,7.879576663
33:10.5,7.879636603,-31.14271871,0.27455479,-32.36281871,0,7.879636603
33:10.8,7.87939684,-31.14201871,0.27438809,-32.40381871,0,7.87939684
33:11.1,7.879476761,-31.14201871,0.27438809,-32.45051871,0,7.879476761
33:11.5,7.879676564,-31.14291871,0.27438809,-32.45881871,0,7.879676564
33:11.8,7.879836406,-31.14121871,0.27422139,-32.42851871,0,7.879836406
33:12.1,7.880216031,-31.14141871,0.27438809,-32.43911871,0,7.880216031
33:12.5,7.879676564,-31.14331871,0.27422139,-32.41991871,0,7.879676564
33:12.8,7.879117117,-31.14351871,0.27405469,-32.39191871,0,7.879117117
33:13.1,7.879197038,-31.14231871,0.27405469,-32.44251871,0,7.879197038
33:13.5,7.879416821,-31.14071871,0.27405469,-32.44981871,0,7.879416821
33:13.8,7.879756485,-31.14131871,0.27422139,-32.39031871,0,7.879756485
33:14.1,7.879876367,-31.14521871,0.27438809,-32.41441871,0,7.879876367
33:14.5,7.879616623,-31.14561871,0.27455479,-32.43391871,0,7.879616623
33:14.8,7.879576663,-31.14291871,0.27438809,-32.43051871,0,7.879576663
33:15.1,7.879756485,-31.14091871,0.27422139,-32.36981871,0,7.879756485
33:15.5,7.879776465,-31.14021871,0.27438809,-32.32841871,0,7.879776465
33:15.8,7.879716524,-31.14341871,0.27455479,-32.40801871,0,7.879716524
33:16.1,7.879656584,-31.14571871,0.27438809,-32.43341871,0,7.879656584
33:16.5,7.879596643,-31.14451871,0.27438809,-32.41281871,0,7.879596643
33:16.8,7.879596643,-31.14541871,0.27422139,-32.41991871,0,7.879596643
33:17.1,7.879496742,-31.14551871,0.27438809,-32.40831871,0,7.879496742
33:17.5,7.879476761,-31.14411871,0.27455479,-32.41061871,0,7.879476761
33:17.8,7.879416821,-31.14321871,0.27422139,-32.44971871,0,7.879416821
33:18.1,7.879077156,-31.14271871,0.27405469,-32.41231871,0,7.879077156
33:18.5,7.879197038,-31.14391871,0.27455479,-32.43361871,0,7.879197038
33:18.8,7.879436801,-31.14471871,0.27455479,-32.44551871,0,7.879436801
33:19.1,7.879716524,-31.14161871,0.27455479,-32.38851871,0,7.879716524
33:19.5,7.879716524,-31.14101871,0.27455479,-32.35661871,0,7.879716524
33:19.8,7.87935688,-31.14201871,0.27438809,-32.35381871,0,7.87935688
33:20.1,7.879456781,-31.14161871,0.27455479,-32.35601871,0,7.879456781
33:20.5,7.879756485,-31.14151871,0.27455479,-32.36551871,0,7.879756485
33:20.8,7.879696544,-31.14191871,0.27438809,-32.39911871,0,7.879696544
33:21.1,7.879636603,-31.14431871,0.27438809,-32.40051871,0,7.879636603
33:21.5,7.87937686,-31.14421871,0.27455479,-32.33741871,0,7.87937686
33:21.8,7.879157077,-31.14211871,0.27438809,-32.33111871,0,7.879157077
33:22.1,7.879177057,-31.14121871,0.27422139,-32.36491871,0,7.879177057
33:22.4,7.879436801,-31.14101871,0.27438809,-32.37991871,0,7.879436801
33:22.8,7.879696544,-31.14201871,0.27455479,-32.40851871,0,7.879696544
33:23.1,7.879796446,-31.14181871,0.27438809,-32.41791871,0,7.879796446
33:23.4,7.879916327,-31.14091871,0.27438809,-32.44941871,0,7.879916327
33:23.8,7.879716524,-31.14201871,0.27422139,-32.50001871,0,7.879716524
33:24.1,7.879177057,-31.14171871,0.27438809,-32.44551871,0,7.879177057
33:24.4,7.879077156,-31.14071871,0.27438809,-32.41031871,0,7.879077156
33:24.8,7.879097136,-31.14301871,0.27405469,-32.42121871,0,7.879097136
33:25.1,7.879097136,-31.14311871,0.27422139,-32.38511871,0,7.879097136
33:25.4,7.879137097,-31.14231871,0.27438809,-32.37651871,0,7.879137097
33:25.8,7.879157077,-31.14141871,0.27405469,-32.38851871,0,7.879157077
33:26.1,7.879456781,-31.14091871,0.27455479,-32.42791871,0,7.879456781
33:26.4,7.879796446,-31.14231871,0.27472149,-32.44121871,0,7.879796446
33:26.8,7.879756485,-31.14271871,0.27438809,-32.40301871,0,7.879756485
33:27.1,7.879596643,-31.14261871,0.27388799,-32.40831871,0,7.879596643
33:27.4,7.879456781,-31.14081871,0.27372129,-32.40081871,0,7.879456781
33:27.8,7.879576663,-31.14111871,0.27405469,-32.38561871,0,7.879576663
33:28.1,7.879516722,-31.14401871,0.27438809,-32.40871871,0,7.879516722
33:28.4,7.879556682,-31.14411871,0.27438809,-32.38941871,0,7.879556682
33:28.8,7.879856386,-31.14331871,0.27438809,-32.39201871,0,7.879856386
33:29.1,7.879576663,-31.14361871,0.27438809,-32.40551871,0,7.879576663
33:29.4,7.87935688,-31.14141871,0.27455479,-32.38611871,0,7.87935688
33:29.8,7.879756485,-31.14031871,0.27455479,-32.39311871,0,7.879756485
33:30.1,7.879696544,-31.14161871,0.27438809,-32.38591871,0,7.879696544
33:30.4,7.879516722,-31.14291871,0.27438809,-32.39461871,0,7.879516722
33:30.8,7.87935688,-31.14411871,0.27455479,-32.43101871,0,7.87935688
33:31.1,7.879316919,-31.14291871,0.27455479,-32.40441871,0,7.879316919
33:31.4,7.879716524,-31.14131871,0.27438809,-32.38741871,0,7.879716524
33:31.8,7.879736505,-31.14011871,0.27438809,-32.37941871,0,7.879736505
33:32.1,7.879616623,-31.13981871,0.27455479,-32.36471871,0,7.879616623
33:32.4,7.879496742,-31.14081871,0.27455479,-32.40321871,0,7.879496742
33:32.8,7.879217018,-31.14121871,0.27422139,-32.38631871,0,7.879217018
33:33.1,7.87939684,-31.14041871,0.27422139,-32.37241871,0,7.87939684
33:33.4,7.87937686,-31.14121871,0.27438809,-32.39271871,0,7.87937686
33:33.8,7.879476761,-31.14121871,0.27455479,-32.35461871,0,7.879476761
33:34.1,7.879976268,-31.13991871,0.27455479,-32.33571871,0,7.879976268
33:34.4,7.879876367,-31.13861871,0.27438809,-32.35641871,0,7.879876367
33:34.8,7.879716524,-31.13741871,0.27438809,-32.38261871,0,7.879716524
33:35.1,7.879496742,-31.14061871,0.27455479,-32.41081871,0,7.879496742
33:35.4,7.87935688,-31.14221871,0.27438809,-32.37171871,0,7.87935688
33:35.8,7.879876367,-31.14181871,0.27438809,-32.38381871,0,7.879876367
33:36.1,7.879836406,-31.14371871,0.27405469,-32.44001871,0,7.879836406
33:36.4,7.879496742,-31.14101871,0.27422139,-32.38361871,0,7.879496742
33:36.8,7.879596643,-31.13891871,0.27438809,-32.35811871,0,7.879596643
33:37.1,7.879476761,-31.14061871,0.27405469,-32.38361871,0,7.879476761
33:37.4,7.879476761,-31.14101871,0.27405469,-32.41801871,0,7.879476761
33:37.8,7.879576663,-31.14131871,0.27422139,-32.44201871,0,7.879576663
33:38.1,7.87939684,-31.14131871,0.27438809,-32.41621871,0,7.87939684
33:38.4,7.879416821,-31.14121871,0.27422139,-32.37091871,0,7.879416821
33:38.8,7.87935688,-31.14231871,0.27422139,-32.34451871,0,7.87935688
33:39.1,7.87939684,-31.14021871,0.27438809,-32.35441871,0,7.87939684
33:39.4,7.879636603,-31.14081871,0.27438809,-32.43251871,0,7.879636603
33:39.8,7.879656584,-31.14351871,0.27422139,-32.47861871,0,7.879656584
33:40.1,7.879616623,-31.14321871,0.27422139,-32.45991871,0,7.879616623
33:40.4,7.879516722,-31.14201871,0.27422139,-32.43771871,0,7.879516722
33:40.8,7.879636603,-31.14051871,0.27438809,-32.42731871,0,7.879636603
33:41.1,7.879716524,-31.14141871,0.27455479,-32.46821871,0,7.879716524
33:41.4,7.879416821,-31.14261871,0.27438809,-32.47531871,0,7.879416821
33:41.8,7.879596643,-31.14171871,0.27455479,-32.41041871,0,7.879596643
33:42.1,7.879796446,-31.14121871,0.27422139,-32.35411871,0,7.879796446
33:42.4,7.879596643,-31.13981871,0.27422139,-32.33171871,0,7.879596643
33:42.8,7.879456781,-31.13981871,0.27438809,-32.38861871,0,7.879456781
33:43.1,7.879276959,-31.14061871,0.27422139,-32.39961871,0,7.879276959
33:43.4,7.87935688,-31.13801871,0.27438809,-32.33741871,0,7.87935688
33:43.8,7.879596643,-31.13741871,0.27438809,-32.38311871,0,7.879596643
33:44.1,7.879576663,-31.13901871,0.27422139,-32.45031871,0,7.879576663
33:44.4,7.879756485,-31.14061871,0.27438809,-32.44451871,0,7.879756485
33:44.8,7.879776465,-31.14391871,0.27405469,-32.39961871,0,7.879776465
33:45.1,7.879436801,-31.14161871,0.27422139,-32.35151871,0,7.879436801
33:45.4,7.879636603,-31.13801871,0.27438809,-32.40071871,0,7.879636603
33:45.8,7.879656584,-31.14031871,0.27438809,-32.45501871,0,7.879656584
33:46.1,7.879596643,-31.14191871,0.27438809,-32.43421871,0,7.879596643
33:46.4,7.879696544,-31.14101871,0.27438809,-32.42081871,0,7.879696544
33:46.8,7.879456781,-31.14041871,0.27422139,-32.38281871,0,7.879456781
33:47.1,7.879496742,-31.13911871,0.27422139,-32.38461871,0,7.879496742
33:47.4,7.879736505,-31.13951871,0.27422139,-32.44671871,0,7.879736505
33:47.8,7.879896347,-31.13931871,0.27455479,-32.45381871,0,7.879896347
33:48.1,7.879936307,-31.13991871,0.27455479,-32.44201871,0,7.879936307
33:48.4,7.879656584,-31.14191871,0.27438809,-32.41011871,0,7.879656584
33:48.8,7.879656584,-31.14151871,0.27455479,-32.37031871,0,7.879656584
33:49.1,7.879776465,-31.14291871,0.27455479,-32.38901871,0,7.879776465
33:49.4,7.879616623,-31.14271871,0.27438809,-32.35461871,0,7.879616623
33:49.8,7.879496742,-31.14011871,0.27438809,-32.35211871,0,7.879496742
33:50.1,7.879496742,-31.14031871,0.27438809,-32.38631871,0,7.879496742
33:50.4,7.87937686,-31.13931871,0.27438809,-32.39041871,0,7.87937686
33:50.8,7.879296939,-31.13921871,0.27438809,-32.42501871,0,7.879296939
33:51.1,7.87937686,-31.14031871,0.27438809,-32.38111871,0,7.87937686
33:51.4,7.879516722,-31.14001871,0.27422139,-32.31651871,0,7.879516722
33:51.8,7.879636603,-31.14061871,0.27422139,-32.38401871,0,7.879636603
33:52.1,7.879476761,-31.14141871,0.27422139,-32.43081871,0,7.879476761
33:52.4,7.879456781,-31.14031871,0.27438809,-32.41921871,0,7.879456781
33:52.8,7.879416821,-31.14151871,0.27422139,-32.39721871,0,7.879416821
33:53.1,7.879276959,-31.14291871,0.27438809,-32.39501871,0,7.879276959
33:53.4,7.879416821,-31.14251871,0.27438809,-32.41721871,0,7.879416821
33:53.8,7.879276959,-31.14031871,0.27405469,-32.41271871,0,7.879276959
33:54.1,7.879336899,-31.13801871,0.27422139,-32.44891871,0,7.879336899
33:54.4,7.879276959,-31.13941871,0.27405469,-32.44621871,0,7.879276959
33:54.8,7.879077156,-31.14121871,0.27405469,-32.37731871,0,7.879077156
33:55.1,7.879576663,-31.14251871,0.27438809,-32.41291871,0,7.879576663
33:55.4,7.879996248,-31.14261871,0.27422139,-32.46061871,0,7.879996248
33:55.7,7.879776465,-31.13961871,0.27438809,-32.40841871,0,7.879776465
33:56.1,0,0,0,0,1,0
33:56.4,7.879776465,-31.14051871,0.27438809,-32.37411871,0,7.879776465
33:56.7,7.879616623,-31.13971871,0.27455479,-32.34061871,0,7.879616623
33:57.1,7.879536702,-31.14061871,0.27455479,-32.38911871,0,7.879536702
33:57.4,7.879636603,-31.14241871,0.27438809,-32.43511871,0,7.879636603
33:57.7,7.879796446,-31.14171871,0.27438809,-32.42241871,0,7.879796446
33:58.1,7.879516722,-31.14141871,0.27438809,-32.40861871,0,7.879516722
33:58.4,7.879536702,-31.14001871,0.27455479,-32.40531871,0,7.879536702
33:58.7,7.879696544,-31.13861871,0.27455479,-32.37101871,0,7.879696544
33:59.1,7.879316919,-31.14041871,0.27438809,-32.34441871,0,7.879316919
33:59.4,7.879236998,-31.14071871,0.27438809,-32.37441871,0,7.879236998
33:59.7,7.879456781,-31.14031871,0.27438809,-32.41451871,0,7.879456781
34:00.1,7.87939684,-31.13861871,0.27455479,-32.37611871,0,7.87939684
34:00.4,7.879576663,-31.13921871,0.27455479,-32.36431871,0,7.879576663
34:00.7,7.879616623,-31.14261871,0.27422139,-32.41471871,0,7.879616623
34:01.1,7.879516722,-31.14231871,0.27422139,-32.46521871,0,7.879516722
34:01.4,7.879616623,-31.14091871,0.27455479,-32.46871871,0,7.879616623
34:01.7,7.879436801,-31.13961871,0.27438809,-32.40691871,0,7.879436801
34:02.1,7.879636603,-31.14111871,0.27455479,-32.39491871,0,7.879636603
34:02.4,7.879756485,-31.14141871,0.27472149,-32.36421871,0,7.879756485
34:02.7,7.879456781,-31.13741871,0.27455479,-32.35201871,0,7.879456781
34:03.1,7.879456781,-31.13801871,0.27438809,-32.45391871,0,7.879456781
34:03.4,7.879516722,-31.13991871,0.27438809,-32.45161871,0,7.879516722
34:03.7,7.879596643,-31.14061871,0.27455479,-32.38921871,0,7.879596643
34:04.1,7.879596643,-31.14221871,0.27455479,-32.41361871,0,7.879596643
34:04.4,7.879416821,-31.14221871,0.27422139,-32.43091871,0,7.879416821
34:04.7,7.879496742,-31.14101871,0.27405469,-32.42951871,0,7.879496742
34:05.1,7.879696544,-31.14031871,0.27422139,-32.40151871,0,7.879696544
34:05.4,7.879876367,-31.14051871,0.27455479,-32.40371871,0,7.879876367
34:05.7,7.879756485,-31.14211871,0.27438809,-32.45781871,0,7.879756485
34:06.1,7.919276959,-31.10181871,0.31405469,-32.40891871,1,7.919276959
34:06.4,7.879276959,-31.14041871,0.27405469,-32.39651871,0,7.879276959
34:06.7,7.879416821,-31.14061871,0.27422139,-32.38251871,0,7.879416821
34:07.1,7.879336899,-31.14001871,0.27438809,-32.39891871,0,7.879336899
34:07.4,7.879476761,-31.14141871,0.27455479,-32.43591871,0,7.879476761
34:07.7,7.879456781,-31.14271871,0.27422139,-32.42891871,0,7.879456781
34:08.1,7.87937686,-31.14111871,0.27438809,-32.41081871,0,7.87937686
34:08.4,7.879476761,-31.14191871,0.27455479,-32.42101871,0,7.879476761
34:08.7,7.879536702,-31.14161871,0.27455479,-32.42131871,0,7.879536702
34:09.1,7.879756485,-31.14181871,0.27438809,-32.43841871,0,7.879756485
34:09.4,7.879756485,-31.14371871,0.27422139,-32.42611871,0,7.879756485
34:09.7,7.879756485,-31.14241871,0.27438809,-32.40611871,0,7.879756485
34:10.1,7.879576663,-31.14301871,0.27438809,-32.40931871,0,7.879576663
34:10.4,7.879117117,-31.14421871,0.27438809,-32.39191871,0,7.879117117
34:10.7,7.879296939,-31.14541871,0.27455479,-32.40811871,0,7.879296939
34:11.1,7.879536702,-31.14601871,0.27438809,-32.40271871,0,7.879536702
34:11.4,7.879696544,-31.14401871,0.27438809,-32.34601871,0,7.879696544
34:11.7,7.879996248,-31.14361871,0.27455479,-32.38951871,0,7.879996248
34:12.1,7.879816426,-31.14301871,0.27438809,-32.44211871,0,7.879816426
34:12.4,7.879656584,-31.14181871,0.27455479,-32.45861871,0,7.879656584
34:12.7,7.879496742,-31.14471871,0.27455479,-32.48671871,0,7.879496742
34:13.1,7.879516722,-31.14591871,0.27438809,-32.45321871,0,7.879516722
34:13.4,7.879556682,-31.14511871,0.27438809,-32.40431871,0,7.879556682
34:13.7,7.87937686,-31.14541871,0.27438809,-32.33161871,0,7.87937686
34:14.1,7.879616623,-31.14371871,0.27455479,-32.31491871,0,7.879616623
34:14.4,7.879796446,-31.14331871,0.27455479,-32.38601871,0,7.879796446
34:14.7,7.879596643,-31.14261871,0.27438809,-32.38421871,0,7.879596643
34:15.1,7.879476761,-31.14301871,0.27438809,-32.38381871,0,7.879476761
34:15.4,7.879596643,-31.14451871,0.27438809,-32.41751871,0,7.879596643
34:15.7,7.879336899,-31.14221871,0.27438809,-32.36101871,0,7.879336899
34:16.1,7.879276959,-31.14141871,0.27438809,-32.32841871,0,7.879276959
34:16.4,7.879256978,-31.14251871,0.27422139,-32.33881871,0,7.879256978
34:16.7,7.879217018,-31.14231871,0.27438809,-32.35811871,0,7.879217018
34:17.1,7.879316919,-31.14291871,0.27438809,-32.38191871,0,7.879316919
34:17.4,7.879496742,-31.14311871,0.27455479,-32.35601871,0,7.879496742
34:17.7,7.879696544,-31.14521871,0.27455479,-32.38531871,0,7.879696544
34:18.1,7.879736505,-31.14531871,0.27438809,-32.43761871,0,7.879736505
34:18.4,7.879716524,-31.14191871,0.27438809,-32.38771871,0,7.879716524
34:18.7,7.879676564,-31.14181871,0.27455479,-32.39731871,0,7.879676564
34:19.1,7.879476761,-31.14411871,0.27455479,-32.43131871,0,7.879476761
34:19.4,7.879496742,-31.14381871,0.27472149,-32.45111871,0,7.879496742
34:19.7,7.879776465,-31.14391871,0.27455479,-32.46511871,0,7.879776465
34:20.1,7.879916327,-31.14401871,0.27438809,-32.38821871,0,7.879916327
34:20.4,7.879736505,-31.14371871,0.27438809,-32.35111871,0,7.879736505
34:20.7,7.87939684,-31.14501871,0.27438809,-32.38301871,0,7.87939684
34:21.1,7.879296939,-31.14511871,0.27422139,-32.36061871,0,7.879296939
34:21.4,7.879596643,-31.14461871,0.27438809,-32.36401871,0,7.879596643
34:21.7,7.879736505,-31.14301871,0.27422139,-32.38991871,0,7.879736505
34:22.1,7.879656584,-31.14101871,0.27422139,-32.40601871,0,7.879656584
34:22.4,7.879636603,-31.14261871,0.27438809,-32.42901871,0,7.879636603
34:22.7,7.879536702,-31.14321871,0.27455479,-32.41591871,0,7.879536702
34:23.1,7.879316919,-31.14291871,0.27455479,-32.41431871,0,7.879316919
34:23.4,7.879197038,-31.14411871,0.27422139,-32.42011871,0,7.879197038
34:23.7,7.879256978,-31.14311871,0.27422139,-32.34791871,0,7.879256978
34:24.1,7.879536702,-31.14291871,0.27438809,-32.35291871,0,7.879536702
34:24.4,7.879556682,-31.14441871,0.27438809,-32.37311871,0,7.879556682
34:24.7,7.879596643,-31.14411871,0.27438809,-32.36951871,0,7.879596643
34:25.1,7.879836406,-31.14581871,0.27455479,-32.37801871,0,7.879836406
34:25.4,7.879716524,-31.14571871,0.27455479,-32.35551871,0,7.879716524
34:25.7,7.879536702,-31.14261871,0.27455479,-32.39941871,0,7.879536702
34:26.1,7.879456781,-31.14271871,0.27422139,-32.47301871,0,7.879456781
34:26.4,7.87939684,-31.14451871,0.27405469,-32.46501871,0,7.87939684
34:26.7,7.879736505,-31.14381871,0.27422139,-32.41901871,0,7.879736505
34:27.1,7.879676564,-31.14221871,0.27422139,-32.35411871,0,7.879676564
34:27.4,7.879496742,-31.14311871,0.27438809,-32.38391871,0,7.879496742
34:27.7,7.879596643,-31.14621871,0.27455479,-32.41631871,0,7.879596643
34:28.1,7.879756485,-31.14501871,0.27455479,-32.33451871,0,7.879756485
34:28.4,7.880076169,-31.14451871,0.27455479,-32.35481871,0,7.880076169
34:28.7,7.879896347,-31.14581871,0.27438809,-32.40711871,0,7.879896347
34:29.0,7.879776465,-31.14441871,0.27438809,-32.35421871,0,7.879776465
34:29.4,7.879936307,-31.14431871,0.27438809,-32.33521871,0,7.879936307
34:29.7,7.879556682,-31.14521871,0.27422139,-32.39141871,0,7.879556682
